L_data,iT_experimental,iT_simulated
0.36,0.39333333333333337,0.5212995734851185
0.3636,0.3967777777777778,0.5238800513310387
0.36719999999999997,0.40011111111111114,0.5264445023570281
0.37079999999999996,0.4068888888888889,0.5289930488280298
0.37439999999999996,0.40355555555555556,0.5315258115603323
0.37799999999999995,0.4068888888888889,0.5340429099582332
0.38159999999999994,0.4068888888888889,0.5365444620491202
0.38520000000000004,0.4136666666666667,0.5390305845170519
0.38880000000000003,0.42044444444444445,0.5415013927349217
0.3924,0.42044444444444445,0.5439570007952808
0.396,0.4306666666666667,0.5463975215398899
0.3996,0.44422222222222224,0.5488230665880627
0.4032,0.44422222222222224,0.5512337463638775
0.4068,0.4577777777777778,0.5536296701222939
0.4104,0.46111111111111114,0.5560109459742535
0.414,0.4678888888888889,0.5583776809107985
0.41759999999999997,0.4713333333333333,0.5607299808262683
0.42119999999999996,0.4746666666666667,0.563067950540614
0.42479999999999996,0.4781111111111111,0.5653916938208778
0.42840000000000006,0.4713333333333333,0.5677013134018792
0.43200000000000005,0.4746666666666667,0.5699969110061402
0.43560000000000004,0.4746666666666667,0.5722785873630958
0.43920000000000003,0.48144444444444445,0.5745464422276176
0.4428,0.4678888888888889,0.5768005743978821
0.4464,0.4781111111111111,0.5790410817326206
0.45,0.48144444444444445,0.5812680611677764
0.4536,0.4883333333333334,0.5834816087325929
0.4572,0.49166666666666664,0.5856818195651682
0.4608,0.49166666666666664,0.5878687879274898
0.4644,0.49511111111111117,0.5900426072199825
0.46799999999999997,0.49511111111111117,0.5922033699955846
0.47159999999999996,0.5052222222222222,0.5943511679733781
0.4752,0.5018888888888889,0.5964860920517885
0.4788,0.5086666666666667,0.5986082323213764
0.4824,0.5154444444444445,0.6007176780772402
0.486,0.5154444444444445,0.6028145178310388
0.48960000000000004,0.5255555555555556,0.6048988393226618
0.4932,0.529,0.6069707295315526
0.4968,0.5458888888888889,0.6090302746877052
0.5004,0.5458888888888889,0.611077560282345
0.504,0.5594444444444444,0.6131126710783108
0.5075999999999999,0.5594444444444444,0.615135691120142
0.5112,0.5696666666666668,0.6171467037438967
0.5147999999999999,0.5662222222222222,0.6191457915866962
0.5184000000000001,0.5628888888888889,0.6211330365960206
0.522,0.5662222222222222,0.623108520038755
0.5256000000000001,0.5594444444444444,0.6250723225100037
0.5292,0.5662222222222222,0.6270245239416763
0.5328,0.5561111111111111,0.6289652036108604
0.5364,0.5628888888888889,0.630894440147981
0.54,0.5662222222222222,0.6328123115447641
0.5436,0.5696666666666668,0.6347188951620042
0.5472,0.573,0.6366142677371489
0.5508,0.573,0.638498505391704
0.5544,0.5764444444444445,0.6403716836384669
0.5579999999999999,0.5798888888888889,0.6422338773885944
0.5616,0.5798888888888889,0.644085160958513
0.5652,0.5798888888888889,0.6459256080766728
0.5688,0.5866666666666667,0.647755291890157
0.5724,0.5866666666666667,0.6495742849711463
0.5760000000000001,0.5934444444444444,0.6513826593232477
0.5796,0.5967777777777779,0.6531804863876882
0.5832,0.6035555555555556,0.6549678370493843
0.5868,0.6137777777777778,0.6567447816428834
0.5904,0.6171111111111112,0.658511389958192
0.594,0.6306666666666667,0.6602677312464815
0.5976,0.6306666666666667,0.6620138742256896
0.6012,0.6341111111111112,0.6637498870860089
0.6048,0.6374444444444445,0.6654758374952756
0.6084,0.6341111111111112,0.6671917926042543
0.612,0.6374444444444445,0.6688978190518289
0.6156,0.6306666666666667,0.6705939829700954
0.6192,0.6341111111111112,0.6722803499893689
0.6228,0.6341111111111112,0.6739569852430959
0.6264,0.6341111111111112,0.6756239533726882
0.63,0.6306666666666667,0.6772813185322691
0.6335999999999999,0.640888888888889,0.6789291443933398
0.6372,0.6442222222222223,0.6805674941493718
0.6408,0.6442222222222223,0.6821964305203196
0.6444,0.6476666666666667,0.6838160157570621
0.648,0.6442222222222223,0.6854263116457742
0.6516,0.6476666666666667,0.687027379512227
0.6552,0.6442222222222223,0.688619280226024
0.6587999999999999,0.651,0.6902020742047688
0.6624,0.651,0.6917758214181744
0.6659999999999999,0.6612222222222223,0.6933405813921065
0.6696,0.6612222222222223,0.6948964132125697
0.6731999999999999,0.668,0.6964433755296364
0.6768000000000001,0.6747777777777778,0.6979815265613173
0.6804000000000001,0.6782222222222222,0.6995109240973775
0.684,0.6883333333333334,0.7010316255031014
0.6876000000000001,0.6917777777777778,0.7025436877230024
0.6912,0.6951111111111112,0.7040471672844835
0.6948000000000001,0.6951111111111112,0.7055421203014502
0.6984,0.6951111111111112,0.7070286024778718
0.7020000000000001,0.6951111111111112,0.7085066691112991
0.7056,0.6917777777777778,0.7099763750963333
0.7092,0.6951111111111112,0.7114377749280552
0.7128,0.6917777777777778,0.7128909227054032
0.7164,0.6951111111111112,0.7143358721345188
0.72,0.6815555555555556,0.7157726765320408
0.7236,0.6951111111111112,0.7172013888283665
0.7272,0.6985555555555555,0.7186220615708687
0.7308,0.701888888888889,0.7200347469270775
0.7343999999999999,0.6985555555555555,0.7214394966878204
0.738,0.6985555555555555,0.7228363622703298
0.7415999999999999,0.701888888888889,0.7242253947213124
0.7452,0.701888888888889,0.7256066447199814
0.7487999999999999,0.701888888888889,0.7269801625810574
0.7524,0.701888888888889,0.7283459982577354
0.7559999999999999,0.712111111111111,0.7297042013446141
0.7595999999999999,0.7188888888888888,0.7310548210805996
0.7631999999999999,0.7222222222222223,0.7323979063517714
0.7668,0.7256666666666668,0.7337335056942211
0.7704000000000001,0.7290000000000001,0.7350616672968586
0.774,0.7392222222222223,0.7363824390041893
0.7776000000000001,0.7392222222222223,0.7376958683190613
0.7812,0.7493333333333334,0.7390020024053849
0.7848,0.7460000000000001,0.7403008880908231
0.7884,0.7425555555555556,0.7415925718694538
0.792,0.7493333333333334,0.7428770999044068
0.7956,0.7357777777777779,0.7441545180304722
0.7992,0.7460000000000001,0.745424871756682
0.8028,0.7425555555555556,0.7466882062688697
0.8064,0.7425555555555556,0.7479445664322009
0.81,0.7324444444444446,0.7491939967936787
0.8136,0.7357777777777779,0.7504365415846301
0.8172,0.7425555555555556,0.7516722447231603
0.8208,0.7460000000000001,0.7529011498165895
0.8244,0.7460000000000001,0.7541233001638648
0.828,0.7460000000000001,0.7553387387579482
0.8316,0.7460000000000001,0.7565475082881825
0.8351999999999999,0.7425555555555556,0.7577496511426366
0.8388,0.7493333333333334,0.7589452094104264
0.8423999999999999,0.7493333333333334,0.7601342248840166
0.846,0.7493333333333334,0.7613167390614992
0.8495999999999999,0.7527777777777779,0.762492793148853
0.8532,0.7561111111111112,0.7636624280621818
0.8568000000000001,0.7663333333333334,0.7648256844299326
0.8604,0.762888888888889,0.7659826025950929
0.8640000000000001,0.7765555555555556,0.7671332226173693
0.8676,0.779888888888889,0.7682775842753464
0.8712000000000001,0.7833333333333333,0.7694157270686282
0.8748,0.7833333333333333,0.7705476902199563
0.8784000000000001,0.7866666666666667,0.7716735126773153
0.882,0.7866666666666667,0.7727932331160151
0.8856,0.7765555555555556,0.773906889940756
0.8892,0.779888888888889,0.7750145212876799
0.8928,0.7731111111111112,0.7761161650263977
0.8964,0.779888888888889,0.7772118587620032
0.9,0.7696666666666667,0.7783016398370703
0.9036,0.7731111111111112,0.7793855453336305
0.9072,0.779888888888889,0.780463612075134
0.9107999999999999,0.7833333333333333,0.7815358766283983
0.9144,0.7833333333333333,0.7826023753055338
0.9179999999999999,0.779888888888889,0.783663144165859
0.9216,0.779888888888889,0.7847182190177968
0.9251999999999999,0.779888888888889,0.7857676354207558
0.9288,0.779888888888889,0.7868114286869949
0.9323999999999999,0.7833333333333333,0.7878496338834755
0.9359999999999999,0.7833333333333333,0.7888822858336937
0.9396,0.7866666666666667,0.7899094191195019
0.9431999999999999,0.7866666666666667,0.7909310680829129
0.9468000000000001,0.8002222222222223,0.7919472668278902
0.9504,0.8002222222222223,0.7929580492221229
0.9540000000000001,0.8104444444444445,0.7939634488987872
0.9576,0.807,0.7949634992582936
0.9612,0.8205555555555556,0.7959582334700179
0.9648,0.8205555555555556,0.7969476844740215
0.9684,0.8205555555555556,0.7979318849827548
0.972,0.8240000000000001,0.7989108674827484
0.9756,0.8137777777777778,0.7998846642362917
0.9792000000000001,0.8205555555555556,0.8008533072830957
0.9828,0.807,0.801816828441944
0.9864,0.8137777777777778,0.8027752593123314
0.99,0.8002222222222223,0.803728631276086
0.9936,0.807,0.8046769754989836
0.9972,0.807,0.8056203229323451
1.0008,0.8137777777777778,0.806558704314623
1.0044,0.8137777777777778,0.8074921501729749
1.008,0.8104444444444445,0.8084206908248254
1.0116,0.8172222222222223,0.8093443563794138
1.0151999999999999,0.8137777777777778,0.8102631767393331
1.0188,0.8104444444444445,0.811177181602053
1.0224,0.8137777777777778,0.8120864004614321
1.026,0.8205555555555556,0.8129908626092212
1.0295999999999998,0.8172222222222223,0.8138905971365503
1.0332,0.8205555555555556,0.8147856329354083
1.0368000000000002,0.8273333333333334,0.8156759987001067
1.0404,0.8240000000000001,0.8165617229287356
1.044,0.8375555555555556,0.817442833924608
1.0476,0.8375555555555556,0.8183193597976901
1.0512000000000001,0.8511111111111112,0.8191913284660229
1.0548,0.8476666666666667,0.8200587676571329
1.0584,0.8511111111111112,0.8209217049094308
1.062,0.8511111111111112,0.8217801675735994
1.0656,0.8443333333333334,0.8226341828139716
1.0692,0.8476666666666667,0.8234837776098966
1.0728,0.8375555555555556,0.824328978757098
1.0764,0.8476666666666667,0.825169812869018
1.08,0.8408888888888889,0.8260063063781529
1.0836,0.8408888888888889,0.82683848553738
1.0872,0.8307777777777778,0.8276663764212708
1.0908,0.8408888888888889,0.8284900049273977
1.0944,0.8408888888888889,0.8293093967776273
1.0979999999999999,0.8375555555555556,0.8301245775194062
1.1016,0.8408888888888889,0.8309355725270374
1.1052,0.8375555555555556,0.8317424070029432
1.1088,0.8408888888888889,0.8325451059789234
1.1124,0.8408888888888889,0.8333436943173989
1.1159999999999999,0.8443333333333334,0.8341381967126509
1.1196,0.8408888888888889,0.8349286376920458
1.1232,0.8476666666666667,0.8357150416172552
1.1268,0.8476666666666667,0.8364974326854618
1.1304,0.8443333333333334,0.8372758349305611
1.1340000000000001,0.8578888888888889,0.8380502722243491
1.1376,0.8578888888888889,0.838820768277706
1.1412,0.8681111111111112,0.8395873466417658
1.1448,0.8714444444444445,0.8403500307090808
1.1484,0.8714444444444445,0.8411088437147756
1.1520000000000001,0.8748888888888889,0.8418638087376916
1.1556,0.8681111111111112,0.8426149487015255
1.1592,0.8681111111111112,0.8433622863759569
1.1628,0.8578888888888889,0.8441058443777657
1.1664,0.8681111111111112,0.8448456451719464
1.17,0.8578888888888889,0.8455817110728083
1.1736,0.8646666666666667,0.8463140642450708
1.1772,0.8544444444444445,0.8470427267049496
1.1808,0.8578888888888889,0.8477677203212328
1.1844,0.8612222222222222,0.8484890668163516
1.188,0.8612222222222222,0.8492067877674423
1.1916,0.8646666666666667,0.8499209046073984
1.1952,0.8578888888888889,0.8506314386259157
1.1987999999999999,0.8646666666666667,0.8513384109705318
1.2024,0.8578888888888889,0.8520418426476533
1.206,0.8578888888888889,0.8527417545235783
1.2096,0.8612222222222222,0.8534381673255118
1.2131999999999998,0.8612222222222222,0.8541311016425696
1.2168,0.8612222222222222,0.8548205779267802
1.2204000000000002,0.8714444444444445,0.8555066164940723
1.224,0.8714444444444445,0.8561892375252615
1.2276,0.8782222222222222,0.8568684610670255
1.2312,0.885,0.8575443070328719
1.2348000000000001,0.885,0.8582167952041015
1.2384,0.8952222222222223,0.8588859452307626
1.242,0.8952222222222223,0.8595517766325953
1.2456,0.8952222222222223,0.8602143087999752
1.2492,0.8917777777777778,0.8608735609948428
1.2528,0.885,0.8615295523516324
1.2564,0.8917777777777778,0.8621823018781882
1.26,0.8782222222222222,0.8628318284566776
1.2636,0.8884444444444445,0.863478150844496
1.2671999999999999,0.8782222222222222,0.8641212876751636
1.2708,0.8782222222222222,0.8647612574592194
1.2744,0.8782222222222222,0.865398078585103
1.278,0.8816666666666667,0.8660317693200337
1.2816,0.885,0.8666623478108829
1.2852000000000001,0.8816666666666667,0.8672898320850365
1.2888,0.885,0.8679142400512553
1.2924,0.8782222222222222,0.8685355895005252
1.296,0.8816666666666667,0.8691538981069037
1.2996,0.8816666666666667,0.8697691834283572
1.3032,0.8816666666666667,0.8703814629075959
1.3068,0.885,0.8709907538728983
1.3104,0.885,0.871597073538932
1.314,0.8917777777777778,0.8722004390075672
1.3175999999999999,0.8917777777777778,0.8728008672686856
1.3212000000000002,0.8985555555555556,0.8733983752009811
1.3248,0.902,0.8739929795727551
1.3284,0.9121111111111111,0.874584697042708
1.3319999999999999,0.9087777777777778,0.8751735441607201
1.3356000000000001,0.9121111111111111,0.8757595373686331
1.3392,0.9155555555555556,0.8763426930010185
1.3428,0.902,0.8769230272859462
1.3463999999999998,0.9053333333333333,0.8775005563457432
1.35,0.8985555555555556,0.8780752961977503
1.3536000000000001,0.9053333333333333,0.8786472627550683
1.3572,0.8985555555555556,0.8792164718273048
1.3608000000000002,0.8985555555555556,0.8797829391213081
1.3644,0.8917777777777778,0.880346680241904
1.368,0.8985555555555556,0.8809077106926171
1.3716,0.8985555555555556,0.8814660458763968
1.3752000000000002,0.8985555555555556,0.8820217010963309
1.3788,0.8985555555555556,0.8825746915563558
1.3824,0.902,0.8831250323619632
1.386,0.8952222222222223,0.8836727385208973
1.3896000000000002,0.8917777777777778,0.8842178249438524
1.3932,0.8952222222222223,0.88476030644516
1.3968,0.8952222222222223,0.8853001977434738
1.4003999999999999,0.902,0.8858375134624482
1.4040000000000001,0.9087777777777778,0.8863722681314132
1.4076,0.9087777777777778,0.8869044761860427
1.4112,0.9121111111111111,0.8874341519690174
1.4147999999999998,0.9188888888888889,0.8879613097306851
1.4184,0.9223333333333333,0.8884859636297139
1.422,0.9256666666666666,0.8890081277337409
1.4256,0.9324444444444444,0.8895278160200171
1.4291999999999998,0.9324444444444444,0.8900450423760462
1.4328,0.9223333333333333,0.8905598206002184
1.4364,0.9291111111111111,0.8910721644024422
1.44,0.9155555555555556,0.8915820874047664
1.4436000000000002,0.9188888888888889,0.8920896031420034
1.4472,0.9121111111111111,0.8925947250623428
1.4508,0.9188888888888889,0.8930974665279633
1.4544,0.902,0.8935978408156393
1.4580000000000002,0.9121111111111111,0.894095861117342
1.4616,0.9155555555555556,0.8945915405408379
1.4652,0.9155555555555556,0.8950848921102809
1.4687999999999999,0.9188888888888889,0.8955759287668013
1.4724000000000002,0.9121111111111111,0.8960646633690894
1.476,0.9155555555555556,0.8965511086939757
1.4796,0.9121111111111111,0.8970352774370057
1.4831999999999999,0.9155555555555556,0.8975171822130124
1.4868000000000001,0.9087777777777778,0.897996835556681
1.4904,0.9155555555555556,0.8984742499231128
1.494,0.9155555555555556,0.8989494376883832
1.4975999999999998,0.9223333333333333,0.8994224111500958
1.5012,0.9256666666666666,0.8998931825279335
1.5048,0.9291111111111111,0.9003617639642016
1.5084,0.9392222222222222,0.9008281675243739
1.5119999999999998,0.9358888888888889,0.9012924051976262
1.5156,0.9426666666666667,0.9017544888973716
1.5191999999999999,0.9426666666666667,0.9022144304617934
1.5228,0.9358888888888889,0.9026722416543645
1.5263999999999998,0.9392222222222222,0.9031279341643766
1.53,0.9291111111111111,0.9035815196074514
1.5336,0.9324444444444444,0.9040330095260595
1.5372,0.9256666666666666,0.9044824153900296
1.5408000000000002,0.9256666666666666,0.9049297485970532
1.5444,0.9121111111111111,0.9053750204731892
1.548,0.9188888888888889,0.9058182422733624
1.5515999999999999,0.9223333333333333,0.9062594251818581
1.5552000000000001,0.9256666666666666,0.9066985803128155
1.5588,0.9256666666666666,0.9071357187107121
1.5624,0.9256666666666666,0.9075708513508522
1.5659999999999998,0.9223333333333333,0.9080039891398448
1.5696,0.9188888888888889,0.9084351429160806
1.5732,0.9223333333333333,0.9088643234502072
1.5768,0.9223333333333333,0.9092915414455982
1.5804,0.9256666666666666,0.9097168075388187
1.584,0.9291111111111111,0.9101401323000905
1.5876,0.9291111111111111,0.9105615262337499
1.5912,0.9392222222222222,0.9109809997787041
1.5948,0.9392222222222222,0.9113985633088852
1.5984,0.9527777777777778,0.9118142271336982
1.6019999999999999,0.9494444444444444,0.9122280014984678
1.6056,0.9527777777777778,0.9126398965848813
1.6092,0.9527777777777778,0.9130499225114268
1.6128,0.9562222222222222,0.9134580893338313
1.6163999999999998,0.9562222222222222,0.9138644070454925
1.62,0.9426666666666667,0.914268885577909
1.6236000000000002,0.946,0.9146715348011063
1.6272,0.9392222222222222,0.9150723645240609
1.6308,0.9426666666666667,0.9154713844951203
1.6344,0.9324444444444444,0.9158686044024196
1.6380000000000001,0.9291111111111111,0.9162640338742971
1.6416,0.9392222222222222,0.9166576824797035
1.6452,0.9392222222222222,0.9170495597286111
1.6488,0.9392222222222222,0.9174396750724181
1.6524,0.9358888888888889,0.9178280379043514
1.656,0.9358888888888889,0.9182146575598638
1.6596000000000002,0.9291111111111111,0.9185995433170318
1.6632,0.9392222222222222,0.9189827043969477
1.6668,0.9324444444444444,0.9193641499641116
1.6703999999999999,0.9358888888888889,0.9197438891268154
1.6740000000000002,0.9392222222222222,0.9201219309375295
1.6776,0.946,0.9204982843932847
1.6812,0.946,0.9208729584360493
1.6847999999999999,0.9426666666666667,0.9212459619531074
1.6884000000000001,0.9562222222222222,0.9216173037774293
1.692,0.9527777777777778,0.9219869926880448
1.6956,0.9595555555555556,0.9223550374104088
1.6991999999999998,0.9595555555555556,0.922721446616767
1.7028,0.963,0.9230862289265191
1.7064,0.9595555555555556,0.923449392906577
1.71,0.9494444444444444,0.9238109470717234
1.7136000000000002,0.9494444444444444,0.9241708998849645
1.7172,0.946,0.9245292597578825
1.7208,0.9527777777777778,0.9248860350509864
1.7244,0.9426666666666667,0.925241234074056
1.7280000000000002,0.9392222222222222,0.9255948650864871
1.7316,0.946,0.9259469362976338
1.7352,0.9494444444444444,0.9262974558671461
1.7388,0.946,0.9266464319053078
1.7424000000000002,0.9426666666666667,0.9269938724733701
1.746,0.9426666666666667,0.927339785583883
1.7496,0.9392222222222222,0.9276841792010241
1.7531999999999999,0.9426666666666667,0.9280270612409273
1.7568000000000001,0.9426666666666667,0.9283684395720049
1.7604,0.9426666666666667,0.9287083220152705
1.764,0.9426666666666667,0.9290467163446594
1.7675999999999998,0.946,0.929383630287345
1.7712,0.9527777777777778,0.929719071524054
1.7748,0.9527777777777778,0.9300530476893796
1.7784,0.963,0.930385566372091
1.7819999999999998,0.9595555555555556,0.9307166351154424
1.7856,0.9697777777777777,0.9310462614174787
1.7892,0.9697777777777777,0.9313744527313386
1.7928,0.9697777777777777,0.9317012164655565
1.7963999999999998,0.9697777777777777,0.9320265599843623
1.8,0.9595555555555556,0.9323504906079778
1.8036,0.963,0.9326730156129112
1.8072,0.9527777777777778,0.9329941422322499
1.8108000000000002,0.9595555555555556,0.9333138776559531
1.8144,0.9494444444444444,0.9336322290311375
1.818,0.9494444444444444,0.9339492034623648
1.8215999999999999,0.9494444444444444,0.9342648080119271
1.8252000000000002,0.9562222222222222,0.9345790497001277
1.8288,0.9562222222222222,0.9348919355055617
1.8324,0.9527777777777778,0.9352034723653946
1.8359999999999999,0.9527777777777778,0.9355136671756374
1.8396000000000001,0.9494444444444444,0.9358225267914225
1.8432,0.9562222222222222,0.9361300580272736
1.8468,0.9494444444444444,0.9364362676573778
1.8503999999999998,0.9527777777777778,0.9367411624158528
1.854,0.9527777777777778,0.9370447489970132
1.8576,0.9562222222222222,0.9373470340556357
1.8612,0.9595555555555556,0.9376480242072202
1.8647999999999998,0.963,0.9379477260282506
1.8684,0.9697777777777777,0.9382461460564553
1.8719999999999999,0.9732222222222223,0.9385432907910611
1.8756,0.9800000000000001,0.9388391666930501
1.8792,0.9732222222222223,0.9391337801854118
1.8828,0.9800000000000001,0.9394271376533946
1.8863999999999999,0.9765555555555555,0.9397192454447564
1.89,0.9732222222222223,0.9400101098700094
1.8936000000000002,0.9732222222222223,0.9402997372026687
1.8972,0.9664444444444446,0.9405881336794955
1.9008,0.9697777777777777,0.9408753055007385
1.9043999999999999,0.9595555555555556,0.9411612588303755
1.9080000000000001,0.9595555555555556,0.9414459997963522
1.9116,0.9562222222222222,0.9417295344908186
1.9152,0.963,0.9420118689703647
1.9188,0.963,0.9422930092562547
1.9224,0.963,0.9425729613346583
1.926,0.963,0.9428517311568816
1.9296,0.9562222222222222,0.9431293246395954
1.9332,0.9562222222222222,0.9434057476650628
1.9368,0.9562222222222222,0.9436810060813638
1.9404,0.9595555555555556,0.9439551057026198
1.944,0.9562222222222222,0.9442280523092162
1.9476,0.9595555555555556,0.9444998516480212
1.9512,0.9664444444444446,0.9447705094326071
1.9547999999999999,0.9664444444444446,0.9450400313434661
1.9584000000000001,0.9765555555555555,0.9453084230282268
1.962,0.9800000000000001,0.9455756901018697
1.9656,0.9800000000000001,0.9458418381469378
1.9691999999999998,0.9867777777777779,0.946106872713749
